case,variant,rows,k,q,columns,reversed,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,median,mean,stddev,ci95_mean_low,ci95_mean_high
small,tensor_dot_serial,16,4,4,16,0,2,4096,34726500,8478.1494140625,2838.2200000000003,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
small,tensor_dot_serial,16,4,4,16,0,3,4096,34562600,8438.134765625,2875.0799999999999,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
small,tensor_dot_serial,16,4,4,16,0,4,4096,35303000,8618.896484375,3686,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
small,tensor_dot_serial,16,4,4,16,0,5,4096,36043600,8799.70703125,3686,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
small,tensor_dot_serial,16,4,4,16,0,6,4096,34876700,8514.8193359375,2617.0599999999999,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
small,tensor_dot_serial,16,4,4,16,0,7,4096,34465000,8414.306640625,2764.5,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
small,tensor_dot_serial,16,4,4,16,0,8,4096,34282800,8369.82421875,2801.3600000000001,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
small,context_default,16,4,4,16,0,0,4096,35086200,8565.966796875,3501.6999999999998,8487.353515625,8479.1286892361113,84.222878480941091,8401.082155177106,8557.1752232951167
small,context_default,16,4,4,16,0,1,4096,34515200,8426.5625,3391.1200000000003,8487.353515625,8479.1286892361113,84.222878480941091,8401.082155177106,8557.1752232951167
small,context_default,16,4,4,16,0,2,4096,35348100,8629.9072265625,2875.0799999999999,8487.353515625,8479.1286892361113,84.222878480941091,8401.082155177106,8557.1752232951167
small,context_default,16,4,4,16,0,3,4096,34621300,8452.4658203125,2838.2200000000003,8487.353515625,8479.1286892361113,84.222878480941091,8401.082155177106,8557.1752232951167
small,context_default,16,4,4,16,0,4,4096,34814800,8499.70703125,2875.0799999999999,8487.353515625,8479.1286892361113,84.222878480941091,8401.082155177106,8557.1752232951167
small,context_default,16,4,4,16,0,5,4096,34811200,8498.828125,3133.0999999999999,8487.353515625,8479.1286892361113,84.222878480941091,8401.082155177106,8557.1752232951167
small,context_default,16,4,4,16,0,6,4096,34764200,8487.353515625,3649.1399999999999,8487.353515625,8479.1286892361113,84.222878480941091,8401.082155177106,8557.1752232951167
