case,variant,workers,callers,grain,rows,inner,columns,batches,nested,padded,pool_spin_us,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,median,mean,stddev,ci95_mean_low,ci95_mean_high,throughput_calls_s
padded128,context_forced,4,1,32,128,128,128,1,0,1,0,8,8,35059500,4382437.5,2764.5,3130200,3252848.611111111,730051.16394023108,2576334.5325264968,3929362.6896957252,319.46840457478754
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,0,8192,44334900,5411.97509765625,2727.6399999999999,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,1,8192,30878600,3769.3603515625,2653.9200000000001,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,2,8192,41437200,5058.251953125,2727.6399999999999,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,3,8192,29224900,3567.49267578125,2617.0599999999999,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,4,8192,35892400,4381.396484375,2875.0799999999999,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,5,8192,31430100,3836.68212890625,2801.3600000000001,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,6,8192,31235000,3812.8662109375,2469.6200000000003,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,7,8192,33061500,4035.82763671875,2359.04,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,serial,1,1,32,32,32,32,1,0,0,0,8,8192,29452600,3595.2880859375,2359.04,3836.68212890625,4163.2378472222226,660.13627059066903,3551.5115698082027,4774.9641246362426,260641.86878183653
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,0,8192,31450400,3839.16015625,2764.5,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,1,8192,29972800,3658.7890625,2543.3399999999997,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,2,8192,29864600,3645.5810546875,2617.0599999999999,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,3,8192,33912500,4139.70947265625,2395.9000000000001,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,4,8192,29922000,3652.587890625,2395.9000000000001,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,5,8192,39117800,4775.1220703125,2653.9200000000001,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,6,8192,33695400,4113.2080078125,2838.2200000000003,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,7,8192,30020600,3664.6240234375,2174.7399999999998,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_default,1,1,32,32,32,32,1,0,0,0,8,8192,32898800,4015.966796875,2580.1999999999998,3839.16015625,3944.9720594618057,372.02665420489132,3600.2273598986062,4289.7167590250046,260473.6346755526
square32/workers1,context_forced,1,1,32,32,32,32,1,0,0,0,0,8192,36067200,4402.734375,2875.0799999999999,3731.82373046875,3818.0813259548613,267.24813926086375,3570.4313835731277,4065.7312683365949,267965.49682543316
square32/workers1,context_forced,1,1,32,32,32,32,1,0,0,0,1,8192,32399300,3954.99267578125,2617.0599999999999,3731.82373046875,3818.0813259548613,267.24813926086375,3570.4313835731277,4065.7312683365949,267965.49682543316
square32/workers1,context_forced,1,1,32,32,32,32,1,0,0,0,2,8192,32582200,3977.3193359375,2690.7799999999997,3731.82373046875,3818.0813259548613,267.24813926086375,3570.4313835731277,4065.7312683365949,267965.49682543316
square32/workers1,context_forced,1,1,32,32,32,32,1,0,0,0,3,8192,29270400,3573.046875,2580.1999999999998,3731.82373046875,3818.0813259548613,267.24813926086375,3570.4313835731277,4065.7312683365949,267965.49682543316
